Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
negative regulation of peptidyl-threonine phosphorylation (GO:0010801)	1/17	0.21047868379643392	0.4445746800803454	0	0	4.4790909090909095	6.98008491152903	DGKQ
positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	1/17	0.21047868379643392	0.4445746800803454	0	0	4.4790909090909095	6.98008491152903	PKD1
positive regulation of smooth muscle cell migration (GO:0014911)	1/17	0.21047868379643392	0.4445746800803454	0	0	4.4790909090909095	6.98008491152903	DOCK7
protein autoprocessing (GO:0016540)	1/17	0.21047868379643392	0.4445746800803454	0	0	4.4790909090909095	6.98008491152903	MYRF
protein heterooligomerization (GO:0051291)	1/17	0.21047868379643392	0.4445746800803454	0	0	4.4790909090909095	6.98008491152903	PKD1
protein localization to chromosome, centromeric region (GO:0071459)	1/17	0.21047868379643392	0.4445746800803454	0	0	4.4790909090909095	6.98008491152903	CTCF
regulation of neurogenesis (GO:0050767)	2/62	0.21085404426117083	0.4445746800803454	0	0	2.392214111922141	3.72369445507836	DOCK7;DLL1
glucose metabolic process (GO:0006006)	2/62	0.21085404426117083	0.4445746800803454	0	0	2.392214111922141	3.72369445507836	OAS1;ENO2
regulation of autophagy (GO:0010506)	5/231	0.21534907661756256	0.4506236846918241	0	0	1.5917774221990006	2.444166201767808	RRAGC;PLK2;ZC3H12A;SNX5;ATP6V1B1
cytosolic transport (GO:0016482)	3/116	0.21580977108609403	0.4506236846918241	0	0	1.9071282699601284	2.9243102920272332	TBC1D10C;SNX5;VAMP3
positive regulation of angiogenesis (GO:0045766)	3/116	0.21580977108609403	0.4506236846918241	0	0	1.9071282699601284	2.9243102920272332	ADM2;ZC3H12A;DLL1
cell cycle G1/S phase transition (GO:0044843)	2/63	0.2159187660813559	0.4506236846918241	0	0	2.352877826971401	3.6066158945087476	NASP;PLK2
cellular response to reactive oxygen species (GO:0034614)	2/63	0.2159187660813559	0.4506236846918241	0	0	2.352877826971401	3.6066158945087476	NET1;FER
COPII vesicle coating (GO:0048208)	2/63	0.2159187660813559	0.4506236846918241	0	0	2.352877826971401	3.6066158945087476	TRAPPC6B;SAR1B
vesicle coating (GO:0006901)	2/63	0.2159187660813559	0.4506236846918241	0	0	2.352877826971401	3.6066158945087476	TRAPPC6B;SAR1B
vesicle targeting, rough ER to cis-Golgi (GO:0048207)	2/63	0.2159187660813559	0.4506236846918241	0	0	2.352877826971401	3.6066158945087476	TRAPPC6B;SAR1B
organonitrogen compound catabolic process (GO:1901565)	2/63	0.2159187660813559	0.4506236846918241	0	0	2.352877826971401	3.6066158945087476	SIAH1;CLPX
rRNA processing (GO:0006364)	4/173	0.21718107807590126	0.4518176938601399	0	0	1.701618517229377	2.5984119951434423	UTP6;XRN2;MTREX;UTP18
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	2/64	0.22099444841815327	0.4518176938601399	0	0	2.314810454438427	3.494478829673989	NOL3;PAK2
tRNA processing (GO:0008033)	2/64	0.22099444841815327	0.4518176938601399	0	0	2.314810454438427	3.494478829673989	SARS1;TRMT61A
alternative mRNA splicing, via spliceosome (GO:0000380)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	CELF4
base conversion or substitution editing (GO:0016553)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	METTL3
regulation of chromosome segregation (GO:0051983)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	PUM2
regulation of mRNA polyadenylation (GO:1900363)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	CCNT1
DNA strand elongation involved in DNA replication (GO:0006271)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	LIG3
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	NOL3
regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	ZC3H12A
regulation of transcription by RNA polymerase I (GO:0006356)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	POLR2K
RNA destabilization (GO:0050779)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	METTL3
interleukin-6-mediated signaling pathway (GO:0070102)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	FER
tRNA metabolic process (GO:0006399)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	SARS1
negative regulation of fibroblast proliferation (GO:0048147)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	CDC73
positive regulation of cell cycle phase transition (GO:1901989)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	CDC73
positive regulation of excitatory postsynaptic potential (GO:2000463)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	NLGN2
positive regulation of mRNA splicing, via spliceosome (GO:0048026)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	CELF4
positive regulation of synaptic transmission, glutamatergic (GO:0051968)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	NLGN2
presynapse assembly (GO:0099054)	1/18	0.22138333131750224	0.4518176938601399	0	0	4.215401069518717	6.356232756286204	NLGN2
BMP signaling pathway (GO:0030509)	2/65	0.2260798298050388	0.45661204526791	0	0	2.2779515699223727	3.387011273993473	CHRD;RGMB
cellular response to type I interferon (GO:0071357)	2/65	0.2260798298050388	0.45661204526791	0	0	2.2779515699223727	3.387011273993473	OAS1;HLA-C
chemical homeostasis (GO:0048878)	2/65	0.2260798298050388	0.45661204526791	0	0	2.2779515699223727	3.387011273993473	PNPLA5;SLC4A3
regulation of RNA metabolic process (GO:0051252)	2/65	0.2260798298050388	0.45661204526791	0	0	2.2779515699223727	3.387011273993473	OAS1;RC3H1
type I interferon signaling pathway (GO:0060337)	2/65	0.2260798298050388	0.45661204526791	0	0	2.2779515699223727	3.387011273993473	OAS1;HLA-C
DNA repair (GO:0006281)	6/298	0.23058090404020723	0.45661204526791	0	0	1.4788432267884322	2.1696899931563536	RFC5;VCP;CDCA5;HUS1;LIG3;INO80
regulation of mitotic cell cycle (GO:0007346)	4/178	0.23180517771582407	0.45661204526791	0	0	1.6522988505747127	2.415426311822838	PSMB5;PSMB2;PSMC1;TTLL12
negative regulation of immune response (GO:0050777)	4/178	0.23180517771582407	0.45661204526791	0	0	1.6522988505747127	2.415426311822838	FER;PLK2;ADM2;RC3H1
purine ribonucleoside bisphosphate metabolic process (GO:0034035)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	TPST1
aspartate family amino acid metabolic process (GO:0009066)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	NAT8L
ATP synthesis coupled proton transport (GO:0015986)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	VPS9D1
regulation of centriole replication (GO:0046599)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	PLK2
regulation of epithelial cell differentiation (GO:0030856)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	DLL1
detection of mechanical stimulus (GO:0050982)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	PKD1
diol metabolic process (GO:0034311)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	SPHK2
dopamine metabolic process (GO:0042417)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	TH
regulation of RIG-I signaling pathway (GO:0039535)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	PUM2
regulation of stem cell population maintenance (GO:2000036)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	CNOT2
regulation of T cell cytokine production (GO:0002724)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	MAP3K7
regulation of vascular endothelial growth factor signaling pathway (GO:1900746)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	DLL1
response to ATP (GO:0033198)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	DGKQ
histone deubiquitination (GO:0016578)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	ENY2
histone H4-K16 acetylation (GO:0043984)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	OGT
sphingosine metabolic process (GO:0006670)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	SPHK2
leukotriene biosynthetic process (GO:0019370)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	ALOX5
long-term memory (GO:0007616)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	NPAS4
negative regulation of cytokine production involved in inflammatory response (GO:1900016)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	ZC3H12A
negative regulation of RNA metabolic process (GO:0051253)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	ZC3H12A
nucleotide-sugar biosynthetic process (GO:0009226)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	UAP1L1
peptidyl-lysine dimethylation (GO:0018027)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	SMYD2
positive regulation of actin cytoskeleton reorganization (GO:2000251)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	BAIAP2L2
positive regulation of focal adhesion assembly (GO:0051894)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	COL16A1
positive regulation of neutrophil chemotaxis (GO:0090023)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	CCR7
postsynaptic membrane organization (GO:0001941)	1/19	0.23213790498460612	0.45661204526791	0	0	3.981010101010101	5.813961365603194	NLGN2
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	2/67	0.2362748058400903	0.4632691787544021	0	0	2.207636159460977	3.185088526966315	FER;STAM2
regulation of viral genome replication (GO:0045069)	2/67	0.2362748058400903	0.4632691787544021	0	0	2.207636159460977	3.185088526966315	ILF3;OAS1
positive regulation of catabolic process (GO:0009896)	2/67	0.2362748058400903	0.4632691787544021	0	0	2.207636159460977	3.185088526966315	VCP;PLK2
interferon-gamma-mediated signaling pathway (GO:0060333)	2/68	0.24138203742900358	0.46800524294120793	0	0	2.1740765317407655	3.090176689060484	OAS1;HLA-C
positive regulation of protein localization to nucleus (GO:1900182)	2/68	0.24138203742900358	0.46800524294120793	0	0	2.1740765317407655	3.090176689060484	ZC3H12A;LARP7
MAPK cascade (GO:0000165)	6/303	0.24184651979267455	0.46800524294120793	0	0	1.4535727646838759	2.0632767240172147	PSMB5;PSMB2;PSPN;PSMC1;MAP3K7;MAPK12
purine ribonucleoside monophosphate metabolic process (GO:0009167)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	ADSS2
cellular response to interferon-beta (GO:0035458)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	OAS1
cellular response to misfolded protein (GO:0071218)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	VCP
regulation of lymphocyte differentiation (GO:0045619)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	METTL3
regulation of programmed necrotic cell death (GO:0062098)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	OGT
eye morphogenesis (GO:0048592)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	COL5A1
regulation of T cell migration (GO:2000404)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	TNFRSF14
glucose transmembrane transport (GO:1904659)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	SLC2A5
toll-like receptor 4 signaling pathway (GO:0034142)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	OAS1
oligodendrocyte differentiation (GO:0048709)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	MYRF
positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	PKD1
positive regulation of protein processing (GO:0010954)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	NKD2
production of small RNA involved in gene silencing by RNA (GO:0070918)	1/20	0.24274446277080522	0.46800524294120793	0	0	3.771291866028708	5.339191308126576	PUM2
negative regulation of cytokine production (GO:0001818)	4/182	0.24367485302469571	0.46930912777540457	0	0	1.6148380700594844	2.280022994546681	SARS1;ZC3H12A;CCR7;DLL1
regulation of tumor necrosis factor production (GO:0032680)	3/124	0.24494631910770875	0.4712665118666022	0	0	1.7803105984924166	2.5043917565971476	OAS1;SPHK2;ZC3H12A
cell chemotaxis (GO:0060326)	2/69	0.24649424075013052	0.4727672509506657	0	0	2.1415186839525004	2.999018421012996	ARHGEF16;CCR7
RNA 3'-end processing (GO:0031123)	2/69	0.24649424075013052	0.4727672509506657	0	0	2.1415186839525004	2.999018421012996	CPSF2;SRSF3
synapse assembly (GO:0007416)	2/69	0.24649424075013052	0.4727672509506657	0	0	2.1415186839525004	2.999018421012996	NPAS4;NLGN2
aerobic electron transport chain (GO:0019646)	2/70	0.2516103104282245	0.47575757747373376	0	0	2.1099184199227135	2.9114210962034237	COX7B;SDHD
carbohydrate homeostasis (GO:0033500)	2/70	0.2516103104282245	0.47575757747373376	0	0	2.1099184199227135	2.9114210962034237	OAS1;ALOX5
cellular response to light stimulus (GO:0071482)	2/70	0.2516103104282245	0.47575757747373376	0	0	2.1099184199227135	2.9114210962034237	METTL3;INO80
COPII-coated vesicle budding (GO:0090114)	2/70	0.2516103104282245	0.47575757747373376	0	0	2.1099184199227135	2.9114210962034237	TRAPPC6B;SAR1B
DNA-templated transcription, termination (GO:0006353)	2/70	0.2516103104282245	0.47575757747373376	0	0	2.1099184199227135	2.9114210962034237	CPSF2;POLR2K
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	4/185	0.2526657865651064	0.47575757747373376	0	0	1.587829054273643	2.184356844514434	F10;SAR1B;TRAPPC6B;GOPC
purinergic nucleotide receptor signaling pathway (GO:0035590)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	SUGT1
regulation of fibroblast migration (GO:0010762)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	HAS1
cobalamin metabolic process (GO:0009235)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	MMUT
error-prone translesion synthesis (GO:0042276)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	RFC5
extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	CASP2
regulation of transposition (GO:0010528)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	UBR2
linoleic acid metabolic process (GO:0043651)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	ALOX5
long-term synaptic potentiation (GO:0060291)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	PLK2
negative regulation of ion transmembrane transporter activity (GO:0032413)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	GOPC
negative regulation of response to wounding (GO:1903035)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	ALOX5
poly(A)+ mRNA export from nucleus (GO:0016973)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	ENY2
positive regulation of lipid storage (GO:0010884)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	ZC3H12A
positive regulation of smoothened signaling pathway (GO:0045880)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	GAS8
positive regulation of T cell cytokine production (GO:0002726)	1/21	0.2532050344649054	0.47575757747373376	0	0	3.5825454545454547	4.920825749508492	MAP3K7
mitochondrial ATP synthesis coupled electron transport (GO:0042775)	2/71	0.25672917036508236	0.481889001691369	0	0	2.0792341055749497	2.8272043956613406	COX7B;SDHD
positive regulation of apoptotic process (GO:0043065)	6/310	0.2578857278906195	0.4835684664101261	0	0	1.4195906432748537	1.9238841883282216	NET1;SPHK2;ZC3H12A;SIAH1;ARHGEF16;CASP2
plasma membrane bounded cell projection organization (GO:0120036)	3/128	0.2597447656350073	0.48656042812156036	0	0	1.722989010989011	2.3226853309015185	DOCK7;BICDL1;CCR7
regulation of centrosome cycle (GO:0046605)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	CEP131
cell projection assembly (GO:0030031)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	RHOV
regulation of execution phase of apoptosis (GO:1900117)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	ZC3H12A
regulation of lipid storage (GO:0010883)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	ZC3H12A
regulation of response to cytokine stimulus (GO:0060759)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	ELF1
regulation of vacuole organization (GO:0044088)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	ENO2
lipid droplet organization (GO:0034389)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	RAB3GAP1
tetrapyrrole metabolic process (GO:0033013)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	MMUT
membrane lipid metabolic process (GO:0006643)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	SPHK2
negative regulation of B cell activation (GO:0050869)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	RC3H1
negative regulation of myeloid cell differentiation (GO:0045638)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	CDC73
negative regulation of small molecule metabolic process (GO:0062014)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	PGP
positive regulation of granulocyte chemotaxis (GO:0071624)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	CCR7
positive regulation of neutrophil migration (GO:1902624)	1/22	0.2635216222180054	0.48672443623665596	0	0	3.4117748917748916	4.550010741967845	CCR7
regulation of GTPase activity (GO:0043087)	4/189	0.2647589858650661	0.48852132556720984	0	0	1.5531796502384738	2.0640753485203835	NET1;SNX13;MMUT;RAB3GAP1
insulin receptor signaling pathway (GO:0008286)	2/73	0.2669711000972081	0.49068060662866625	0	0	2.020458517528529	2.6682475539328974	FER;ATP6V1B1
ubiquitin-dependent ERAD pathway (GO:0030433)	2/73	0.2669711000972081	0.49068060662866625	0	0	2.020458517528529	2.6682475539328974	VCP;UBXN4
protein polyubiquitination (GO:0000209)	6/314	0.2671781795080715	0.49068060662866625	0	0	1.4008658008658008	1.8489180240262155	PSMB5;PSMB2;PSMC1;SIAH1;RC3H1;UBR2
G2/M transition of mitotic cell cycle (GO:0000086)	3/130	0.26718850240175923	0.49068060662866625	0	0	1.6956822704854202	2.237962932742389	CEP131;CEP192;TAF2
positive regulation of signal transduction (GO:0009967)	5/252	0.26899470610029047	0.49068060662866625	0	0	1.4548754799288883	1.910344005400055	NLGN2;DLL1;SNX5;GAS8;CDC73
negative regulation of Wnt signaling pathway (GO:0030178)	4/191	0.2708462224103052	0.49068060662866625	0	0	1.536410821012897	2.0068660585967852	PSMB5;PSMB2;PSMC1;NKD2
cell cycle G2/M phase transition (GO:0044839)	3/131	0.27091992947784177	0.49068060662866625	0	0	1.682348901098901	2.1970332061295594	CEP131;CEP192;TAF2
cellular response to hypoxia (GO:0071456)	3/131	0.27091992947784177	0.49068060662866625	0	0	1.682348901098901	2.1970332061295594	PSMB5;PSMB2;PSMC1
regulation of canonical Wnt signaling pathway (GO:0060828)	5/253	0.27162391389193546	0.49068060662866625	0	0	1.448934650636829	1.8884499074359884	VCP;PSMB5;PSMB2;PSMC1;NKD2
proteolysis involved in cellular protein catabolic process (GO:0051603)	2/74	0.27209215920817476	0.49068060662866625	0	0	1.9922952149229523	2.59320023932296	VCP;CLPX
cellular response to amino acid starvation (GO:0034198)	2/74	0.27209215920817476	0.49068060662866625	0	0	1.9922952149229523	2.59320023932296	RRAGC;ATP6V1B1
regulation of peptide hormone secretion (GO:0090276)	2/74	0.27209215920817476	0.49068060662866625	0	0	1.9922952149229523	2.59320023932296	SNAP25;ALOX5
mitotic nuclear division (GO:0140014)	2/74	0.27209215920817476	0.49068060662866625	0	0	1.9922952149229523	2.59320023932296	CEP192;INO80
regulation of B cell receptor signaling pathway (GO:0050855)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	ELF1
cilium-dependent cell motility (GO:0060285)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	GAS8
diacylglycerol metabolic process (GO:0046339)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	DGKQ
regulation of necroptotic process (GO:0060544)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	OGT
regulation of peptidase activity (GO:0052547)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	MAPK12
ear morphogenesis (GO:0042471)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	ATP6V1B1
regulation of steroid metabolic process (GO:0019218)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	DGKQ
hexose transmembrane transport (GO:0008645)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	SLC2A5
hyaluronan metabolic process (GO:0030212)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	HAS1
triglyceride catabolic process (GO:0019433)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	PNPLA5
mitotic cell cycle checkpoint signaling (GO:0007093)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	PLK2
vesicle transport along microtubule (GO:0047496)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	BICDL1
negative regulation of smoothened signaling pathway (GO:0045879)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	VCP
positive regulation of histone acetylation (GO:0035066)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	SPHK2
positive regulation of JUN kinase activity (GO:0043507)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	MAP3K7
protein alkylation (GO:0008213)	1/23	0.2736962007146417	0.49068060662866625	0	0	3.256528925619835	4.219603536284625	FAM98A
ribosome biogenesis (GO:0042254)	4/192	0.2738991366725257	0.49068060662866625	0	0	1.528160200250313	1.9789603605594805	UTP6;XRN2;MTREX;UTP18
fibroblast growth factor receptor signaling pathway (GO:0008543)	2/75	0.2772119861340931	0.4934563423004226	0	0	1.964903509649035	2.520917703625084	POLR2B;POLR2K
response to amino acid starvation (GO:1990928)	2/75	0.2772119861340931	0.4934563423004226	0	0	1.964903509649035	2.520917703625084	RRAGC;ATP6V1B1
positive regulation of immune response (GO:0050778)	2/75	0.2772119861340931	0.4934563423004226	0	0	1.964903509649035	2.520917703625084	SPHK2;CCR7
regulation of programmed cell death (GO:0043067)	4/194	0.2800223366701536	0.4934563423004226	0	0	1.5119195046439629	1.9245010272169492	VCP;DDX42;CASP2;NAE1
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	3/134	0.28214720416120603	0.4934563423004226	0	0	1.6435701702877274	2.0796526341307713	DGKQ;TNFRSF14;PAK2
regulation of cell division (GO:0051302)	2/76	0.2823296428778597	0.4934563423004226	0	0	1.9382521207338725	2.4512685841946764	PLK2;DLL1
regulation of epithelial to mesenchymal transition (GO:0010717)	2/76	0.2823296428778597	0.4934563423004226	0	0	1.9382521207338725	2.4512685841946764	GLIPR2;ZNF750
regulation of RNA splicing (GO:0043484)	2/76	0.2823296428778597	0.4934563423004226	0	0	1.9382521207338725	2.4512685841946764	SRSF3;LARP7
RNA transport (GO:0050658)	2/76	0.2823296428778597	0.4934563423004226	0	0	1.9382521207338725	2.4512685841946764	SRSF3;NUP153
water-soluble vitamin metabolic process (GO:0006767)	2/76	0.2823296428778597	0.4934563423004226	0	0	1.9382521207338725	2.4512685841946764	ACP5;MMUT
protein localization to membrane (GO:0072657)	4/195	0.28309213786221715	0.4934563423004226	0	0	1.5039267015706805	1.8979297183373336	RABEP1;NLGN2;ITGAL;NKD2
regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	LTBP4
dendritic cell differentiation (GO:0097028)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	CCR7
regulation of ruffle assembly (GO:1900027)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	FAM98A
extracellular matrix assembly (GO:0085029)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	HAS1
histone monoubiquitination (GO:0010390)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	CDC73
inner ear morphogenesis (GO:0042472)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	ATP6V1B1
leukotriene metabolic process (GO:0006691)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	ALOX5
sulfur amino acid metabolic process (GO:0000096)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	MMUT
wound healing, spreading of cells (GO:0044319)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	COL5A1
ncRNA 3'-end processing (GO:0043628)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	INTS14
negative regulation of neuron differentiation (GO:0045665)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	DLL1
negative regulation of NIK/NF-kappaB signaling (GO:1901223)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	ZC3H12A
negative regulation of stress fiber assembly (GO:0051497)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	PAK2
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	MAP3K7
peptidyl-glutamic acid modification (GO:0018200)	1/24	0.2837307176627227	0.4934563423004226	0	0	3.114782608695652	3.9237840611371215	NAA80
